id,česky,english,pronunciation
2565,let,flight,/flaɪt/
2566,plout,float,/fləʊt/
2567,záplava,flood,/flʌd/
2568,podlaha,floor,/flɔːr/
2569,proudit,flow,/fləʊ/
2570,přeložit,fold,/fəʊld/
2571,složka,folder,/fəʊldɜːr/
2572,noha (dolů od kotníku),foot,/fʊt/
2573,předpověď,forecast,/fɔːrkæst/
2574,navěky,forever,/fɜːreɪvɜːr/
2575,forma,form,/fɔːrm/
2576,oficiální (projev ap.),formal,/fɔːrməl/
2577,jmění,fortune,/fɔːrʧən/
2578,pěstounský,foster,/fɑːstɜːr/
2579,základ,foundation,/faʊndeɪʃən/
2580,bezplatný,free,/friː/
2581,čerstvý,fresh,/freɪʃ/
2582,předek,front,/frʌnt/
2583,budoucnost,future,/fjuːʧɜːr/
2584,získat,gain,/geɪn/
2585,výstavní síň,gallery,/gælɜːriː/
2586,hra,game,/geɪm/
2587,(vše)obecný,general,/ʤeɪnɜːrəl/
2588,pokolení (lidí),generation,/ʤɛnɜːreɪʃən/
2589,dostat,get,/geɪt/
2590,letmý pohled,glance,/glæns/
2591,celosvětový,global,/gləʊbəl/
2592,branka,goal,/gəʊl/
2593,zboží,goods,/gʊdz/
2594,vládnoucí,governing,/gʌvɜːrnɪŋ/
2595,vláda,government,/gʌvɜːrmənt/
2596,vládní,governmental,/gʌvɜːrmɛntəl/
2597,guvernér,governor,/gʌvɜːrnɜːr/
2598,absolvovat,graduate,/græʤəwət/
2599,zrn(k)o,grain,/greɪn/
2600,finanční podpora na výzkum,grant,/grænt/
2601,zelený,green,/griːn/
2602,gril (část trouby),grill,/grɪl/
2603,opatrovník,guardian,/gɑːrdiːən/
2604,hádat,guess,/geɪs/
2605,provinilý,guilty,/gɪltiː/
2606,tělocvična,gym,/ʤɪm/
2607,(přirozené) prostředí,habitat,/hæbətæt/
2608,ruka,hand,/hænd/
2609,klika (u dveří),handle,/hændəl/
2610,manipulace,handling,/hændlɪŋ/
2611,stát se,happen,/hæpən/
2612,tvrdý,hard,/hɑːrd/
2613,železářské zboží,hardware,/hɑːrdwɛr/
2614,sklizeň,harvest,/hɑːrvəst/
2615,hlava (i přen.),head,/heɪd/
2616,nadpis,heading,/heɪdɪŋ/
2617,slyšet,hear,/hiːr/
2618,sluch (schopnost slyšet),hearing,/hiːrɪŋ/
2619,srdce,heart,/hɑːrt/
2620,výška (osoby,height,/haɪt/
2621,vysoký,high,/haɪ/
2622,zdůraznit,highlight,/haɪlaɪt/
2623,vysoce (úspěšný ap.),highly,/haɪliː/
2624,historický,historical,/hɪstɔːrɪkəl/
2625,dovolená,holiday,/hɑːlədeɪ/
2626,skákat,hop,/hɑːp/
2627,(celá) věčnost,hours,/aʊɜːrz/
2628,dům (hl. rodinný),house,/haʊs/
2629,obecně známý (jméno ap.),household,/haʊshəʊld/
2630,byty,housing,/haʊzɪŋ/
2631,lidský,human,/hjuːmən/
2632,výzva (těžký úkol),challenge,/ʧælənʤ/
2633,šampión,champion,/ʧæmpiːən/
2634,šance,chance,/ʧæns/
2635,změna,change,/ʧeɪnʤ/
2636,program (televizní - kanál),channel,/ʧænəl/
2637,zmatek,chaos,/keɪɑːs/
2638,povaha,character,/keɪrɪktɜːr/
2639,(na)účtovat (si) (poplatek za služby ap.),charge,/ʧɑːrʤ/
2640,dobročinný spolek,charity,/ʧeɪrɪtiː/
2641,půvab,charm,/ʧɑːrm/
2642,podvádět,cheat,/ʧiːt/
2643,kostkovaný,checked,/ʧeɪkt/
2644,pokladna,checkout,/ʧeɪkaʊt/
2645,čip (v PC ap.),chip,/ʧɪp/
2646,výběr,choice,/ʧɔɪs/
2647,vybrat (si),choose,/ʧuːz/
2648,věc v osobním vlastnictví,chose,/ʧəʊz/
2649,vybráný,chosen,/ʧəʊzən/
2650,ideál(ní stav),ideal,/aɪdiːl/
2651,(roz)poznat (mezi ostatními),identify,/aɪdeɪntəfaɪ/
2652,představa,image,/ɪməʤ/
2653,představit/představovat,imagine,/ɪmæʤən/
2654,dovážet (zboží i myšlenky),import,/ɪmpɔːrt/
2655,vylepšený,improved,/ɪmpruːvd/
2656,zlepšení,improvement,/ɪmpruːvmənt/
2657,související s,incident,/ɪnsədənt/
2658,nezávislý,independent,/ɪndɪpeɪndənt/
2659,naznačovat,indicate,/ɪndəkeɪt/
2660,ukazatel,indicator,/ɪndəkeɪtɜːr/
2661,jednotlivý,individual,/ɪndəvɪʤəwəl/
2662,průmysl,industry,/ɪndəstriː/
2663,nákaza,infection,/ɪnfeɪkʃən/
2664,zranění,injury,/ɪnʤɜːriː/
2665,novota,innovation,/ɪnəveɪʃən/
2666,objekt (výrobní ap.),installation,/ɪnstəleɪʃən/
2667,případ,instance,/ɪnstəns/
2668,ústav,institute,/ɪnstətuːt/
2669,instituce,institution,/ɪnstɪtuːʃən/
2670,instituční,institutional,/ɪnstɪtuːʃənəl/
2671,pokyn,instruction,/ɪnstrʌkʃən/
2672,pojištění,insurance,/ɪnʃʊrəns/
2673,nedílný,integral,/ɪntəgrəl/
2674,intelektuální,intellectual,/ɪntəleɪkʧuːəl/
2675,inteligentní,intelligent,/ɪnteɪləʤənt/
2676,zamýšlený,intended,/ɪnteɪndɪd/
2677,intenzita,intensity,/ɪnteɪnsətiː/
2678,usilovný,intensive,/ɪnteɪnsɪv/
2679,zájem,interest,/ɪntrəst/
2680,prozatímní,interim,/ɪntɜːrəm/
2681,mezilehlý,intermediate,/ɪntɜːrmiːdiːɪt/
2682,mezidobí,interval,/ɪntɜːrvəl/
2683,pohovor,interview,/ɪntɜːrvjuː/
2684,zavést,introduce,/ɪntrəduːs/
2685,vložit (peníze ap.),invest,/ɪnveɪst/
2686,investice,investment,/ɪnveɪstmənt/
2687,vyžadovat,involve,/ɪnvɑːlv/
2688,společný,joint,/ʤɔɪnt/
2689,cesta (podniknutá),journey,/ʤɜːrniː/
2690,soudce,judge,/ʤʌʤ/
2691,soud,judgment,/ʤʌʤmənt/
2692,soudní,judicial,/ʤuːdɪʃəl/
2693,(vy)skočit,jump,/ʤʌmp/
2694,služebně mladší (v hodnosti ap.),junior,/ʤuːnjɜːr/
2695,porota,jury,/ʤʊriː/
2696,spravedlnost,justice,/ʤʌstəs/
2697,držet (se),keep,/kiːp/
2698,klíč,key,/kiː/
2699,druh,kind,/kaɪnd/
2700,kuchyně,kitchen,/kɪʧən/
2701,vědět,know,/nəʊ/
2702,chápavý,knowing,/nəʊɪŋ/
2703,štítek,label,/leɪbəl/
2704,laboratoř,laboratory,/læbrətɔːriː/
2705,zem,land,/lænd/
2706,odpočívadlo,landing,/lændɪŋ/
2707,převážně,largely,/lɑːrʤliː/
2708,(za)smát se,laugh,/læf/
2709,právo (obor),law,/lɔː/
2710,vůdce,leader,/liːdɜːr/
2711,(na)učit se,learn,/lɜːrn/
2712,odejít,leave,/liːv/
2713,délka,length,/leɪŋkθ/
2714,lekce,lesson,/leɪsən/
2715,(celý) život,lifetime,/laɪftaɪm/
2716,jak(o),like,/laɪk/
2717,(nejzazší) mez,limit,/lɪmət/
2718,verše,lines,/laɪnz/
2719,spoj(ení),link,/lɪŋk/
2720,propojující,linking,/lɪŋkɪŋ/
2721,tekutina,liquid,/lɪkwəd/
2722,poslouchat,listen,/lɪsən/
2723,žít,live,/laɪv/
2724,zámek (dveří,lock,/lɑːk/
2725,logičnost,logic,/lɑːʤɪk/
2726,volný,loose,/luːs/
2727,pozemek,lot,/lɑːt/
2728,milující,loving,/lʌvɪŋ/
2729,štěstí,luck,/lʌk/
2730,zavazadla,luggage,/lʌgəʤ/
2731,(lehký) oběd,lunch,/lʌnʧ/
2732,stroj,machine,/məʃiːn/
2733,udržovat/udržet,maintain,/meɪnteɪn/
2734,většina,majority,/məʤɔːrətiː/
2735,(u)dělat,make,/meɪk/
2736,řídit,manage,/mænəʤ/
2737,řízení,management,/mænəʤmənt/
2738,ředitel,manager,/mænəʤɜːr/
2739,řídící (pracovník),managing,/mænəʤɪŋ/
2740,vyrábět,manufacture,/mænjəfækʧɜːr/
2741,výroba,manufacturing,/mænjəfækʧɜːrɪŋ/
2742,pochodovat,march,/mɑːrʧ/
2743,skvrna,mark,/mɑːrk/
2744,manželství,marriage,/meɪrɪʤ/
2745,masa,mass,/mæs/
2746,hmota,material,/mətɪriːəl/
2747,zápas,match,/mæʧ/
2748,odpovídající,matching,/mæʧɪŋ/
2749,záležitost,matter,/mætɜːr/
2750,dospět,mature,/məʧʊr/
2751,maximální,maximum,/mæksəməm/
2752,jídlo,meal,/miːl/
2753,význam,meaning,/miːnɪŋ/
2754,(z)měřit,measure,/meɪʒɜːr/
2755,lékařství,medicine,/meɪdəsən/
2756,člen,member,/meɪmbɜːr/
2757,duševní,mental,/meɪntəl/
2758,podáváná jídla,menu,/meɪnjuː/
2759,kov,metal,/meɪtəl/
2760,metoda,method,/meɪθəd/
2761,možná,might,/maɪt/
2762,nerost,mineral,/mɪnɜːrəl/
2763,ministr,minister,/mɪnəstɜːr/
2764,menší,minor,/maɪnɜːr/
2765,menšina,minority,/maɪnɔːrətiː/
2766,minuta,minute,/mɪnət/
2767,minout,miss,/mɪs/
2768,(s/pro)míchat (se),mix,/mɪks/
2769,pojízdný,mobile,/məʊbəl/
2770,moderní,modern,/mɑːdɜːrn/
2771,nálada,mood,/muːd/
2772,morální,moral,/mɔːrəl/
2773,hypotéční,mortgage,/mɔːrgəʤ/
2774,matka,mother,/mʌðɜːr/
2775,pohyb,motion,/məʊʃən/
2776,motor,motor,/məʊtɜːr/
2777,hora,mountain,/maʊntən/
2778,hnutí (občanské ap.),movement,/muːvmənt/
2779,dojemný,moving,/muːvɪŋ/
2780,(mnoho)násobný,multiple,/mʌltəpəl/
2781,vzájemný,mutual,/mjuːʧuːəl/
2782,tájemství,mystery,/mɪstɜːriː/
2783,(celo)národní,national,/næʃənəl/
2784,rodný,native,/neɪtɪv/
2785,přirozený,natural,/næʧɜːrəl/
2786,příroda,nature,/neɪʧɜːr/
2787,blízko,near,/nɪr/
2788,potřebovat,need,/niːd/
2789,záporný,negative,/neɪgətɪv/
2790,čtvrť,neighborhood,/neɪbɜːrhʊd/
2791,síť (silnic,network,/neɪtwɜːrk/
2792,nikdy,never,/neɪvɜːr/
2793,zprávy,news,/nuːz/
2794,oznámení,notice,/nəʊtəs/
2795,román,novel,/nɑːvəl/
2796,předmět,object,/ɑːbʤɛkt/
2797,cíl,objective,/əbʤeɪktɪv/
2798,pozorování,observation,/ɑːbzɜːrveɪʃən/
2799,pozorovatel,observer,/əbzɜːrvɜːr/
2800,získat,obtain,/əbteɪn/
2801,přihodit se,occur,/əkɜːr/
2802,šance,odds,/ɑːdz/
2803,nabídnout (se),offer,/ɔːfɜːr/
2804,kancelář,office,/ɔːfɪs/
2805,(státní) úředník,official,/əfɪʃəl/
2806,starý,old,/əʊld/
2807,pokračující,ongoing,/ɑːngəʊɪŋ/
2808,operace,operation,/ɑːpɜːreɪʃən/
2809,názor,opinion,/əpɪnjən/
2810,možnost,option,/ɑːpʃən/
2811,původ,origin,/ɔːrəʤən/
2812,vynikající,outstanding,/aʊtstændɪŋ/
2813,vlastní,own,/əʊn/
2814,balíček,pack,/pæk/
2815,bolest,pain,/peɪn/
2816,barva,paint,/peɪnt/
2817,kniha v měkké vazbě,paperback,/peɪpɜːrbæk/
2818,minout,pass,/pæs/
2819,chodba,passage,/pæsəʤ/
2820,pomíjivý,passing,/pæsɪŋ/
2821,vášeň,passion,/pæʃən/
2822,cestovní pas,passport,/pæspɔːrt/
2823,poplácat,pat,/pæt/
2824,trpělivý,patient,/peɪʃənt/
2825,vzor(ec),pattern,/pætɜːrn/
2826,(za/s)platit,pay,/peɪ/
2827,splatný,payable,/peɪəbəl/
2828,platba,payment,/peɪmənt/
2829,civět,peer,/pɪr/
2830,důchod,pension,/peɪnʃən/
2831,dokonalý,perfect,/pɜːrfeɪkt/
2832,naprosto,perfectly,/pɜːrfəktliː/
2833,doba,period,/pɪriːəd/
2834,povolit,permit,/pɜːrmɪt/
2835,osoba,person,/pɜːrsən/
2836,osobní,personal,/pɜːrsɪnəl/
2837,osobnost,personality,/pɜːrsənælɪtiː/
2838,osobně,personally,/pɜːrsənəliː/
2839,personál,personnel,/pɜːrsəneɪl/
2840,pohled,perspective,/pɜːrspeɪktɪv/
2841,petice,petition,/pətɪʃən/
2842,fyzický,physical,/fɪzɪkəl/
2843,vybrat si,pick,/pɪk/
2844,pickup (vozidlo),pickup,/pɪkəp/
2845,pilulka,pill,/pɪl/
2846,trubka,pipe,/paɪp/
2847,hřiště,pitch,/pɪʧ/
2848,místo (lokalita,place,/pleɪs/
2849,umístění,placement,/pleɪsmənt/
2850,umístění (akcií kupcům pomocí prostředníka),placing,/pleɪsɪŋ/
2851,jednobarevný,plain,/pleɪn/
2852,umělá hmota,plastic,/plæstɪk/
2853,talíř,plate,/pleɪt/
2854,pódium,platform,/plætfɔːrm/
2855,hrát si s,play,/pleɪ/
2856,hráč(ka),player,/pleɪɜːr/
2857,prosím,please,/pliːz/
2858,potěšení,pleasure,/pleɪʒɜːr/
2859,ukázat,point,/pɔɪnt/
2860,leštidlo,polish,/pɑːlɪʃ/
2861,znečištění,pollution,/pəluːʃən/
2862,rybník,pond,/pɑːnd/
2863,chudý,poor,/puːr/
2864,populární,popular,/pɑːpjəlɜːr/
2865,(po)díl,portion,/pɔːrʃən/
2866,potenciální,potential,/pəteɪnʃəl/
2867,moc,power,/paʊɜːr/
2868,mocný,powerful,/paʊɜːrfəl/
2869,praktický,practical,/præktəkəl/
2870,praktika,practice,/præktəs/
2871,(po)chválit,praise,/preɪz/
2872,upřednostňovat,prefer,/prəfɜːr/
2873,přednost,preference,/preɪfɜːrəns/
2874,upřednostňovaný,preferred,/prəfɜːrd/
2875,příprava,preparation,/prɛpɜːreɪʃən/
2876,lékařský předpis,prescription,/prəskrɪpʃən/
2877,zachovat,preserve,/prəzɜːrv/
2878,prezident,president,/preɪzədɛnt/
2879,(při)tisknout,press,/preɪs/
2880,tlak,pressure,/preɪʃɜːr/
2881,zabránit,prevent,/prɪveɪnt/
2882,předcházení,prevention,/priːveɪnʃən/
2883,cena,price,/praɪs/
2884,prvořadý,primary,/praɪmɛriː/
2885,zásada,principle,/prɪnsəpəl/
2886,(vy/na/o/po/v)tisknout (na papír ap.),print,/prɪnt/
2887,uveřejnitelný,printable,/prɪntəbəl/
2888,tisk(nutí),printing,/prɪntɪŋ/
2889,převor (v klášteře),prior,/praɪɜːr/
2890,vězení,prison,/prɪzən/
2891,soukromý,private,/praɪvət/
2892,pravděpodobnost,probability,/prɑːbəbɪlətiː/
2893,pravděpodobně,probably,/prɑːbəbliː/
2894,postup,process,/prɑːsɛs/
2895,procesor (výp.),processor,/prɑːsɛsɜːr/
2896,vyvolat,produce,/prəduːs/
2897,výrobce,producer,/prəduːsɜːr/
2898,výrobek,product,/prɑːdəkt/
2899,výroba,production,/prədʌkʃən/
2900,produktivita,productivity,/prəʊdəktɪvətiː/
2901,povolání,profession,/prəfeɪʃən/
2902,profesionální,professional,/prəfeɪʃənəl/
2903,zisk,profit,/prɑːfət/
2904,program,programme,/prəʊgræm/
2905,pokrok,progress,/prɑːgrɛs/
2906,pokrokový,progressive,/prəgreɪsɪv/
2907,povýšení,promotion,/prəməʊʃən/
2908,přimět,prompt,/prɑːmpt/
2909,část  (z celku),proportion,/prəpɔːrʃən/
2910,veřejný,public,/pʌblɪk/
2911,publikování,publication,/pəblɪkeɪʃən/
2912,nákup,purchase,/pɜːrʧəs/
2913,účel,purpose,/pɜːrpəs/
2914,kvalita,quality,/kwɑːlətiː/
2915,dotaz,query,/kwiːriː/
2916,otázka,question,/kweɪsʧən/
2917,závod (v rychlosti ap.),race,/reɪs/
2918,radikální,radical,/rædəkəl/
2919,déšť,rain,/reɪn/
2920,duha,rainbow,/reɪnbəʊ/
2921,(po)zvednout co (hlavu ap.),raise,/reɪz/
2922,náhodný,random,/rændəm/
2923,rychlý,rapid,/ræpəd/
2924,tempo,rate,/reɪt/
2925,(pře/vy/na)číst,read,/reɪd/
2926,dorazit,reach,/riːʧ/
2927,skutečnost,reality,/riːælətiː/
2928,důvod,reason,/riːzən/
2929,rozumný,reasonable,/riːzənəbəl/
2930,rozumně,reasonably,/riːzənəbliː/
2931,recept,recipe,/reɪsəpiː/
2932,(roz)poznat,recognize,/reɪkəgnaɪz/
2933,zotavit se,recover,/rɪkʌvɜːr/
2934,(pro)čistit,refine,/rəfaɪn/
2935,odrážet,reflect,/rɪfleɪkt/
2936,reformovat,reform,/rəfɔːrm/
2937,vrácení peněz,refund,/rɪfʌnd/
2938,spojitost,relation,/riːleɪʃən/
2939,vztah,relationship,/riːleɪʃənʃɪp/
2940,příbuzný,relative,/reɪlətɪv/
2941,uvolnit (se),relax,/rɪlæks/
2942,podstatný,relevant,/reɪləvənt/
2943,zůstat,remain,/rɪmeɪn/
2944,(pro)najmout si,rent,/reɪnt/
2945,opravit,repair,/rɪpeɪr/
2946,nahradit,replace,/riːpleɪs/
2947,nahrazení,replacement,/rɪpleɪsmənt/
2948,(o)hlásit,report,/riːpɔːrt/
2949,(po)žádat,request,/rɪkweɪst/
2950,zachránit,rescue,/reɪskjuː/
2951,výzkumný,research,/riːsɜːrʧ/
2952,sídlo,residence,/reɪzɪdəns/
2953,usedlík,resident,/reɪzɪdənt/
2954,obytný,residential,/rɛzɪdeɪnʃəl/
2955,usnesení,resolution,/rɛzəluːʃən/
2956,vyřešit,resolve,/riːzɑːlv/
2957,odhodlaný,resolved,/riːzɑːlvd/
2958,středisko,resort,/rɪzɔːrt/
2959,zdroje,resources,/riːsɔːrsɪz/
2960,vážit si,respect,/rɪspeɪkt/
2961,dotazovaný,respondent,/rɪspɑːndənt/
2962,(z)odpovědný (vázaný odpovědností),responsible,/riːspɑːnsəbəl/
2963,rezervní fond,rest,/reɪst/
2964,výsledný,resulting,/rɪzʌltɪŋ/
2965,přezkoumání,review,/riːvjuː/
2966,státní převrat,revolution,/rɛvəluːʃən/
2967,správný,right,/raɪt/
2968,bohatý,rich,/rɪʧ/
2969,zavolat,ring,/rɪŋ/
2970,riziko,risk,/rɪsk/
2971,romantický,romantic,/rəʊmæntɪk/
2972,hrubý,rough,/rʌf/
2973,cesta,route,/ruːt/
2974,běžná praxe,routine,/ruːtiːn/
2975,pravidlo,rule,/ruːl/
2976,vesnický,rural,/rʊrəl/
2977,spěchat,rush,/rʌʃ/
2978,zachránit,save,/seɪv/
2979,říct,say,/seɪ/
2980,rčení,saying,/seɪɪŋ/
2981,skórovat,score,/skɔːr/
2982,obrazovka,screen,/skriːn/
2983,hledat,search,/sɜːrʧ/
2984,sekunda,second,/seɪkənd/
2985,druhotný,secondary,/seɪkəndɛriː/
2986,(u)vidět,see,/siː/
2987,zdát se,seem,/siːm/
2988,já,self,/seɪlf/
2989,seminář (na VŠ),seminar,/seɪmənɑːr/
2990,smysl (zrak ap.),sense,/seɪns/
2991,citlivý,sensitive,/seɪnsətɪv/
2992,citlivost,sensitivity,/sɛnsɪtɪvɪtiː/
2993,trest,sentence,/seɪntəns/
2994,oddělení,separation,/sɛpɜːreɪʃən/
2995,tvar,shape,/ʃeɪp/
2996,akcie,share,/ʃeɪr/
2997,ostrý,sharp,/ʃɑːrp/
2998,police,shelf,/ʃeɪlf/
2999,přesunout (se),shift,/ʃɪft/
3000,sprcha,shower,/ʃaʊɜːr/
3001,rozvrh (činností),schedule,/skeɪʤʊl/
3002,zrak,sight,/saɪt/
3003,znak,sign,/saɪn/
3004,dát znamení,signal,/sɪgnəl/
3005,významný,significant,/səgnɪfɪkənt/
3006,významně,significantly,/sɪgnɪfɪkəntliː/
3007,jediný,single,/sɪŋgəl/
3008,velikost,size,/saɪz/
3009,rukáv,sleeve,/sliːv/
3010,klouzat (se),slide,/slaɪd/
3011,štíhlý,slim,/slɪm/
3012,(u/s)klouznout (v chůzi ap.),slip,/slɪp/
3013,malý,small,/smɔːl/
3014,elegantní,smart,/smɑːrt/
3015,kouř,smoke,/sməʊk/
3016,hladký (povrch,smooth,/smuːð/
3017,sociální,social,/səʊʃəl/
3018,hebký,soft,/sɑːft/
3019,pevný,solid,/sɑːləd/
3020,prostor,space,/speɪs/
3021,rozpětí (časové),span,/spæn/
3022,mluvit,speak,/spiːk/
3023,řečník,speaker,/spiːkɜːr/
3024,řeč,speech,/spiːʧ/
3025,špice (kola ap.),spoke,/spəʊk/
3026,sportovní,sports,/spɔːrts/
3027,manžel(ka),spouse,/spaʊs/
3028,stálý,stable,/steɪbəl/
3029,stoh,stack,/stæk/
3030,personál,staff,/stæf/
3031,stadium,stage,/steɪʤ/
3032,stát (na nohou ap.),stand,/stænd/
3033,společenské postavení,standing,/stændɪŋ/
3034,hvězda,star,/stɑːr/
3035,stát,state,/steɪt/
3036,výrok,statement,/steɪtmənt/
3037,statistické údaje,statistics,/stətɪstɪks/
3038,postavení (společenské),status,/stætəs/
3039,krok,step,/steɪp/
3040,stres,stress,/streɪs/
3041,táhnout se,stretch,/streɪʧ/
3042,stávkovat,strike,/straɪk/
3043,mozková mrtvice,stroke,/strəʊk/
3044,strukturální,structural,/strʌkʧɜːrəl/
3045,struktura,structure,/strʌkʧɜːr/
3046,cvoček,stud,/stʌd/
3047,student,student,/stuːdənt/
3048,studovat (na zkoušky),study,/stʌdiː/
3049,věc(i),stuff,/stʌf/
3050,předplatné,subscription,/səbskrɪpʃən/
3051,látka,substance,/sʌbstəns/
3052,značný,substantial,/səbstænʃəl/
3053,suplovat za,substitute,/sʌbstətuːt/
3054,navrhnout,suggest,/səʤeɪst/
3055,oblek,suit,/suːt/
3056,částka,sum,/sʌm/
3057,slunce,sun,/sʌn/
3058,západ slunce,sunset,/sʌnsɛt/
3059,lepší,superior,/suːpɪriːɜːr/
3060,dodávat,supply,/səplaɪ/
3061,podporovat,support,/səpɔːrt/
3062,předpokládat,suppose,/səpəʊz/
3063,povrch,surface,/sɜːrfəs/
3064,podezírat,suspect,/səspeɪkt/
3065,stůl,table,/teɪbəl/
3066,mluvit,talk,/tɔːk/
3067,chuť (smysl),taste,/teɪst/
3068,daň,tax,/tæks/
3069,(na)učit,teach,/tiːʧ/
3070,technika,technique,/tɛkniːk/
3071,dočasný,temporary,/teɪmpɜːrɛriː/
3072,mít sklon,tend,/teɪnd/
3073,termín,term,/tɜːrm/
3074,hrůza,terror,/teɪrɜːr/
3075,(pře/vy)zkoušet,test,/teɪst/
3076,tenký,thin,/θɪn/
3077,(vy)myslet (si),think,/θɪŋk/
3078,přemýšlivý,thinking,/θɪŋkɪŋ/
3079,myšlenka,thought,/θɔːt/
3080,hrozba,threat,/θreɪt/
3081,těsný,tight,/taɪt/
3082,příhodný,timely,/taɪmliː/
3083,načasování,timing,/taɪmɪŋ/
3084,nástroj,tool,/tuːl/
3085,vrchol(ek),top,/tɑːp/
3086,tvrdý (povahou),tough,/tʌf/
3087,město,town,/taʊn/
3088,stezka,track,/træk/
3089,vlak,train,/treɪn/
3090,přeprava,transit,/trænzɪt/
3091,přechod,transition,/trənzɪʃən/
3092,cestovat,travel,/trævəl/
3093,léčit,treat,/triːt/
3094,trend,trend,/treɪnd/
3095,cesta,trip,/trɪp/
3096,věřit,trust,/trʌst/
3097,cvičení (vysokoškolské ap.),tutorial,/tuːtɔːriːəl/
3098,dvojče,twin,/twɪn/
3099,druh,type,/taɪp/
3100,typický (představitel ap.),typical,/tɪpəkəl/
3101,příznačně,typically,/tɪpɪkliː/
3102,bohužel,unfortunately,/ənfɔːrʧənətliː/
3103,stejnokroj,uniform,/juːnəfɔːrm/
3104,spojení,union,/juːnjən/
3105,nahoru/ vzhůru po (žebříku ap.),up,/ʌp/
3106,svršek (boty),upper,/ʌpɜːr/
3107,(po)užít,use,/juːs/
3108,použitý,used,/juːzd/
3109,obvyklý,usual,/juːʒəwəl/
3110,hodnota,value,/væljuː/
3111,rozmanitost,variety,/vɜːraɪətiː/
3112,lišit se,vary,/veɪriː/
3113,rozsáhlý,vast,/væst/
3114,vozidlo,vehicle,/viːhɪkəl/
3115,názor,view,/vjuː/
3116,ročník (vína),vintage,/vɪntɪʤ/
3117,objem,volume,/vɑːljuːm/
3118,hlasovací lístek,vote,/vəʊt/
3119,chtít,want,/wɑːnt/
3120,plýtvat,waste,/weɪst/
3121,sledovat,watch,/wɑːʧ/
3122,způsob (jednání ap.),way,/weɪ/
3123,slabý,weak,/wiːk/
3124,počasí,weather,/weɪðɜːr/
3125,pavučina,web,/weɪb/
3126,svatba,wedding,/weɪdɪŋ/
3127,váha,weight,/weɪt/
3128,(u/při)vítat,welcome,/weɪlkəm/
3129,kolo (u vozidla),wheel,/wiːl/
3130,vítr,wind,/waɪnd/
3131,okno,window,/wɪndəʊ/
3132,moudrý,wise,/waɪz/
3133,svědek,witness,/wɪtnəs/
3134,přemýšlet (říkat si),wonder,/wʌndɜːr/
3135,slovo,word,/wɜːrd/
3136,pracovat,work,/wɜːrk/
3137,pracovník,worker,/wɜːrkɜːr/
3138,závod,works,/wɜːrks/
3139,horší,worse,/wɜːrs/
3140,spisovatel,writer,/raɪtɜːr/
3141,psaný text,writing,/raɪtɪŋ/
3142,rok,year,/jɪr/
3143,léta,years,/jɪrz/
3144,mládí,youth,/juːθ/
3145,poskytování,providing,/prəvaɪdɪŋ/
3146,kobra egyptská,asp,/æsp/
3147,polekaný,afraid,/əfreɪd/
3148,základy,basics,/beɪsɪks/
3149,jádro (i přen.),kernel,/kɜːrnəl/
3150,záležitosti,affairs,/əfeɪrz/
3151,životně důležitý,vital,/vaɪtəl/
3152,odpočívadlo se službami,services,/sɜːrvəsəz/
3153,sako,jacket,/ʤækət/
3154,světlo,light,/laɪt/
3155,minulý,past,/pæst/
3156,telefon,phone,/fəʊn/
3157,čtverec,square,/skweɪr/
3158,cestička,lane,/leɪn/
3159,kromě,besides,/bɪsaɪdz/
3160,turné,tour,/tʊr/
3161,legrační,funny,/fʌniː/
3162,paměť(ový),memory,/meɪmɜːriː/
3163,najednou,suddenly,/sʌdənliː/
3164,jednou,once,/wʌns/
3165,chléb,bread,/breɪd/
3166,dort,cake,/keɪk/
3167,oranžový,orange,/ɔːrənʤ/
3168,pod,under,/ʌndɜːr/
3169,kterýkoliv,any,/eɪniː/
3170,kolem,around,/ɜːraʊnd/
3171,stát se,become,/bɪkʌm/
3172,tyč(ka),pole,/pəʊl/
3173,pozdě,late,/leɪt/
3174,jih,south,/saʊθ/
3175,unavený,tired,/taɪɜːrd/
3176,zatímco,while,/waɪl/
3177,pláž(ový),beach,/biːʧ/
3178,krásný,beautiful,/bjuːtəfəl/
3179,jen(om),only,/əʊnliː/
3180,tichý,quiet,/kwaɪət/
3181,chata,cottage,/kɑːtəʤ/
3182,nízký,low,/ləʊ/
3183,kabát,coat,/kəʊt/
3184,kus,piece,/piːs/
3185,ústní,oral,/ɔːrəl/
3186,vysoká/vyšší odborná škola,college,/kɑːlɪʤ/
3187,(pro)zkoumat,explore,/ɪksplɔːr/
3188,statek,farm,/fɑːrm/
3189,nápad,idea,/aɪdiːə/
3190,nedávno,recently,/riːsəntliː/
3191,někde,somewhere,/sʌmwɛr/
3192,plavat (člověk,swim,/swɪm/
3193,skrz,through,/θruː/
3194,od kdy,since,/sɪns/
3195,kriket(ový),cricket,/krɪkət/
3196,osa,axis,/æksəs/
3197,úvod,introduction,/ɪntrədʌkʃən/
3198,sklo,glass,/glæs/
3199,(z)účastnit se,attend,/əteɪnd/
3200,strojírenství,engineering,/eɪnʤənɪrɪŋ/
3201,vojenský,military,/mɪlətɛriː/
3202,udeřit,hit,/hɪt/
3203,vzácný (pták ap.),rare,/reɪr/
3204,stejně,anyway,/eɪniːweɪ/
3205,brána,gate,/geɪt/
3206,ovce,sheep,/ʃiːp/
